Date,Close,dolar
2014-01-02,7.057968616485596,2.357100009918213
2014-01-03,7.044530391693115,2.384700059890747
2014-01-06,7.055722713470459,2.371500015258789
2014-01-07,7.001984119415283,2.373699903488159
2014-01-08,7.1117048263549805,2.3687000274658203
2014-01-09,6.890023708343506,2.3919999599456787
2014-01-10,6.923614978790283,2.388000011444092
2014-01-13,6.892261505126953,2.3534998893737793
2014-01-14,6.995269775390625,2.356800079345703
2014-01-15,6.99750280380249,2.351599931716919
2014-01-16,6.85195779800415,2.3554999828338623
2014-01-17,6.717609405517578,2.360599994659424
2014-01-20,6.66386604309082,2.3475000858306885
2014-01-21,6.757916450500488,2.3405001163482666
2014-01-22,6.773589611053467,2.357800006866455
2014-01-23,6.639235019683838,2.3696000576019287
2014-01-24,6.551906108856201,2.390899896621704
2014-01-27,6.684018135070801,2.393199920654297
2014-01-28,6.731042385101318,2.4184000492095947
2014-01-29,6.6034064292907715,2.4233999252319336
2014-01-30,6.610126495361328,2.4323999881744385
2014-01-31,6.775825023651123,2.408799886703491
2014-02-03,6.698536396026611,2.422300100326538
2014-02-04,7.023379802703857,2.4372000694274902
2014-02-05,6.989771366119385,2.406399965286255
2014-02-06,7.135392665863037,2.3954999446868896
2014-02-07,7.1309123039245605,2.379499912261963
2014-02-10,7.119714736938477,2.375200033187866
2014-02-11,7.133155822753906,2.4061999320983887
2014-02-12,7.056982517242432,2.401400089263916
2014-02-13,7.025618076324463,2.4170000553131104
2014-02-14,7.07938289642334,2.3910000324249268
2014-02-17,6.989771366119385,2.3840999603271484
2014-02-18,6.947207450866699,2.3817999362945557
2014-02-19,7.087038993835449,2.3861000537872314
2014-02-20,7.0779194831848145,2.3889999389648438
2014-02-21,7.087038993835449,2.3696000576019287
2014-02-24,7.1257758140563965,2.34060001373291
2014-02-25,7.0779194831848145,2.3362998962402344
2014-02-26,7.050572872161865,2.3387999534606934
2014-02-27,7.162237167358398,2.3480000495910645
2014-02-28,7.112101078033447,2.319000005722046
2014-03-05,7.006089210510254,2.3378000259399414
2014-03-06,7.1998796463012695,2.3173000812530518
2014-03-07,7.056246757507324,2.319999933242798
2014-03-10,6.965045928955078,2.335599899291992
2014-03-11,7.040286064147949,2.3431999683380127
2014-03-12,6.953651428222656,2.3594000339508057
2014-03-13,6.86017370223999,2.352299928665161
2014-03-14,6.677783489227295,2.3610999584198
2014-03-17,6.816858291625977,2.3405001163482666
2014-03-18,6.944529056549072,2.346100091934204
2014-03-19,6.9764485359191895,2.329400062561035
2014-03-20,7.122355937957764,2.344599962234497
2014-03-21,7.149718761444092,2.3232998847961426
2014-03-24,7.357188701629639,2.3197999000549316
2014-03-25,7.398230075836182,2.3185999393463135
2014-03-26,7.462063312530518,2.3090999126434326
2014-03-27,7.6239333152771,2.2929000854492188
2014-03-28,7.5783371925354,2.256200075149536
2014-03-31,7.724250793457031,2.2560999393463135
2014-04-01,7.789261817932129,2.2692999839782715
2014-04-02,8.040155410766602,2.2583000659942627
2014-04-03,7.946631908416748,2.265000104904175
2014-04-04,7.832592964172363,2.2764999866485596
2014-04-07,8.010506629943848,2.230799913406372
2014-04-08,7.894177436828613,2.2142999172210693
2014-04-09,7.789261817932129,2.198899984359741
2014-04-10,7.873649597167969,2.181299924850464
2014-04-11,8.060680389404297,2.203900098800659
2014-04-14,7.958043098449707,2.213900089263916
2014-04-15,7.766444206237793,2.2123000621795654
2014-04-16,7.907861232757568,2.233599901199341
2014-04-17,8.108586311340332,2.2381999492645264
2014-04-22,8.16559886932373,2.2281999588012695
2014-04-23,8.149641036987305,2.236999988555908
2014-04-24,8.325265884399414,2.217900037765503
2014-04-25,8.40510082244873,2.2090001106262207
2014-04-28,8.389134407043457,2.238800048828125
2014-04-29,8.39369010925293,2.2202999591827393
2014-04-30,8.38685131072998,2.2332000732421875
2014-05-02,8.545437812805176,2.2307000160217285
2014-05-05,8.636711120605469,2.2149999141693115
2014-05-06,8.556846618652344,2.242300033569336
2014-05-07,8.616171836853027,2.2269999980926514
2014-05-08,8.483830451965332,2.2139999866485596
2014-05-09,8.408527374267578,2.2130000591278076
2014-05-12,8.570537567138672,2.2074999809265137
2014-05-13,8.518054008483887,2.20989990234375
2014-05-14,8.55456256866455,2.2116000652313232
2014-05-15,8.490675926208496,2.199700117111206
2014-05-16,8.575098037719727,2.21560001373291
2014-05-19,8.520336151123047,2.2102999687194824
2014-05-20,8.369732856750488,2.202899932861328
2014-05-21,8.191756248474121,2.2128000259399414
2014-05-22,8.292158126831055,2.2051000595092773
2014-05-23,8.166654586791992,2.2107999324798584
2014-05-26,8.141554832458496,2.2190001010894775
2014-05-27,8.14611530303955,2.221100091934204
2014-05-28,8.29443645477295,2.232800006866455
2014-05-29,8.168933868408203,2.22760009765625
2014-05-30,7.940751552581787,2.223599910736084
2014-06-02,7.994401454925537,2.236799955368042
2014-06-03,8.042337417602539,2.2737998962402344
2014-06-04,7.951022624969482,2.276599884033203
2014-06-05,7.846020698547363,2.275399923324585
2014-06-06,8.196197509765625,2.2562999725341797
2014-06-09,8.5050687789917,2.242799997329712
2014-06-10,8.482460021972656,2.2262001037597656
2014-06-11,8.658238410949707,2.219099998474121
2014-06-13,8.610526084899902,2.2269999980926514
2014-06-16,8.552774429321289,2.219599962234497
2014-06-17,8.439776420593262,2.22979998588562
2014-06-18,8.555283546447754,2.2588000297546387
2014-06-20,8.429728507995605,2.2195000648498535
2014-06-23,8.366957664489746,2.226799964904785
2014-06-24,8.382022857666016,2.2130000591278076
2014-06-25,8.115842819213867,2.22160005569458
2014-06-26,8.08822250366211,2.2047998905181885
2014-06-27,8.063106536865234,2.1939001083374023
2014-06-30,8.022936820983887,2.191800117492676
2014-07-01,8.059365272521973,2.211699962615967
2014-07-02,7.928727149963379,2.1981000900268555
2014-07-03,7.986509799957275,2.2223000526428223
2014-07-04,7.981482982635498,2.2067999839782715
2014-07-07,7.989019870758057,2.2098000049591064
2014-07-08,7.971430778503418,2.2225000858306885
2014-07-10,8.340744018554688,2.20740008354187
2014-07-11,8.328179359436035,2.218600034713745
2014-07-14,8.524129867553711,2.2174999713897705
2014-07-15,8.627134323120117,2.2072999477386475
2014-07-16,8.403546333312988,2.2158000469207764
2014-07-17,8.416105270385742,2.2207000255584717
2014-07-18,8.828115463256836,2.2553999423980713
2014-07-21,8.903480529785156,2.2223000526428223
2014-07-22,8.885895729064941,2.2181999683380127
2014-07-23,8.888410568237305,2.2083001136779785
2014-07-24,9.019047737121582,2.21589994430542
2014-07-25,8.981369018554688,2.2153000831604004
2014-07-28,8.921069145202637,2.222100019454956
2014-07-29,8.961261749267578,2.2193000316619873
2014-07-30,9.00397777557373,2.2269999980926514
2014-07-31,8.813043594360352,2.2437000274658203
2014-08-01,8.804245948791504,2.2602999210357666
2014-08-04,8.91483211517334,2.2523000240325928
2014-08-05,9.035475730895996,2.253999948501587
2014-08-06,8.997773170471191,2.2762999534606934
2014-08-07,8.917351722717285,2.270699977874756
2014-08-08,8.796704292297363,2.294100046157837
2014-08-11,8.95755672454834,2.2790000438690186
2014-08-12,8.932427406311035,2.27239990234375
2014-08-13,8.77911376953125,2.274899959564209
2014-08-14,8.9378080368042,2.2785000801086426
2014-08-15,9.069746017456055,2.2639000415802
2014-08-18,9.201664924621582,2.2455999851226807
2014-08-19,9.51624870300293,2.255199909210205
2014-08-20,9.561914443969727,2.243499994277954
2014-08-21,9.617733001708984,2.2572999000549316
2014-08-22,9.508638381958008,2.2667999267578125
2014-08-25,9.744572639465332,2.272900104522705
2014-08-26,9.810541152954102,2.282900094985962
2014-08-27,10.107368469238281,2.2585999965667725
2014-08-28,10.01096248626709,2.2435998916625977
2014-08-29,10.274808883666992,2.2372000217437744
2014-09-01,10.278615951538086,2.231600046157837
2014-09-02,10.466423034667969,2.2430999279022217
2014-09-03,10.430892944335938,2.239799976348877
2014-09-04,10.217711448669434,2.2339999675750732
2014-09-05,10.293846130371094,2.239300012588501
2014-09-08,10.027360916137695,2.237799882888794
2014-09-09,9.872544288635254,2.265000104904175
2014-09-10,9.765959739685059,2.2832000255584717
2014-09-11,9.75072956085205,2.2852001190185547
2014-09-12,9.400494575500488,2.2948999404907227
2014-09-15,9.639056205749512,2.271899938583374
2014-09-16,9.887777328491211,2.3394999504089355
2014-09-17,9.93092155456543,2.333699941635132
2014-09-18,9.81417465209961,2.355299949645996
2014-09-19,9.580692291259766,2.3631999492645264
2014-09-22,9.451254844665527,2.365000009536743
2014-09-23,9.405570030212402,2.395699977874756
2014-09-24,9.479171752929688,2.4096999168395996
2014-09-25,9.182234764099121,2.3794000148773193
2014-09-26,9.567999839782715,2.4251999855041504
2014-09-29,8.897981643676758,2.419800043106079
2014-09-30,8.59089183807373,2.44350004196167
2014-10-01,8.368729591369629,2.4358999729156494
2014-10-02,8.648028373718262,2.4816999435424805
2014-10-03,8.851146697998047,2.4921000003814697
2014-10-06,9.325943946838379,2.454900026321411
2014-10-07,9.3411865234375,2.425299882888794
2014-10-08,9.219305992126465,2.393199920654297
2014-10-09,9.336103439331055,2.374000072479248
2014-10-10,8.950161933898926,2.39490008354187
2014-10-13,9.648409843444824,2.385999917984009
2014-10-14,9.73728084564209,2.390500068664551
2014-10-15,9.300561904907227,2.3961000442504883
